,ID,Tweet
2017-12-04 15:13:45,937701465216430081,destroy nation angela merkel un driven econom destruct employ obama state merkel en
2017-12-04 15:12:43,937701204305612800,destroy nation angela merkel un driven econom destruct employ obama state merkel en
2017-12-04 15:12:33,937701163352444928,brussel poodl macron phone german lefti main schulz urg keep angela merkel power se
2017-12-04 15:12:02,937701033685401600,destroy nation angela merkel un driven econom destruct employ obama state
2017-12-04 15:11:14,937700829984972800,westmonsteruk interfer german opposit leader main schulz receiv call french prez macron urg
2017-12-04 15:11:12,937700821038501890,brussel poodl macron phone german lefti main schulz urg keep angela merkel power se
2017-12-04 15:10:34,937700662246338560,brussel poodl macron phone german lefti main schulz urg keep angela merkel power se
2017-12-04 15:09:43,937700448030609408,angela merkel face undermin eu rival hungari orban make german alli
2017-12-04 15:08:56,937700250571198464,consid mps must know bundestag hack russia 2015 see
2017-12-04 15:05:54,937699490412351489,angela merkel face undermin eu rival hungari orban make german alli
2017-12-04 15:04:31,937699139936276480,angela merkel face undermin eu rival hungari orban make german alli
2017-12-04 15:03:15,937698820401614848,brussel poodl macron phone german lefti main schulz urg keep angela merkel power se
2017-12-04 15:01:51,937698470210793472,angela merkel face undermin eu rival hungari orban make german alli
2017-12-04 15:01:19,937698336324378624,angela merkel rais communist hatr libey never left
2017-12-04 15:00:37,937698160654323713,angela merkel rais communist hatr libey never left
2017-12-04 15:00:24,937698104798842881,islam affect live much day angela merkel troubl islam nightmar flight check islam presi
2017-12-04 15:00:05,937698023626375168,histori angela merkel becam germani first femal chancellor onthisday 2005
2017-12-04 14:58:35,937697648420716550,germani center left social democrat agre talk chancellor angela merkel conserv form new
2017-12-04 14:57:54,937697476567498752,islam affect live much day angela merkel troubl islam nightmar flight check islam presi
2017-12-04 14:57:38,937697410909986816,angela merkel face undermin eu rival hungari orban make german alli
2017-12-04 14:56:09,937697033565229057,angela merkel face undermin eu rival hungari orban make german alli
2017-12-04 14:54:51,937696708112408577,brussel poodl macron phone german lefti main schulz urg keep angela merkel power se
2017-12-04 14:53:06,937696267391717376,total sixteen countri consid infograph led someon law degre
2017-12-04 14:53:04,937696261536350208,brussel poodl macron phone german lefti main schulz urg keep angela merkel power se
2017-12-04 14:52:50,937696199636848641,toler merkel govern furi germani without leader seven weeek
2017-12-04 14:52:34,937696135434694657,brussel poodl macron phone german lefti main schulz urg keep angela merkel power se
2017-12-04 14:52:09,937696027695513600,thought german car industri stalk angela merkel eu give britain marvel de
2017-12-04 14:50:29,937695611242954752,around 3 000 die go miss annual attempt cross mediterranean unseawohi boat
2017-12-04 14:50:29,937695609305419776,angela merkel rais communist hatr libey never left
2017-12-04 14:50:06,937695514656731136,nigelfarag dear europ merri christma angelamerkel
2017-12-04 14:48:02,937694993501876226,total sixteen countri consid infograph led someon law degre
2017-12-04 14:46:36,937694632015814656,brussel poodl macron phone german lefti main schulz urg keep angela merkel power se
2017-12-04 14:45:14,937694289051705350,interfer german opposit leader main schulz receiv call french prez macron urg prop
2017-12-04 14:44:52,937694194918940672,germani center left social democrat agre talk chancellor angela merkel conserv form new
2017-12-04 14:44:13,937694033392136192,interfer german opposit leader main schulz receiv call french prez macron urg prop
